Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,F435Wmag,F475Wmag,F555Wmag,F606Wmag,F625Wmag,F775Wmag,F814Wmag
0.02,0.14251,6.0,1.9477653503,2.5662534526,1.947,0.788,3.6991,3.688,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.801,3.989,3.597,3.094,2.786,2.551,2.12,2.063
0.02,0.14251,6.0,1.9705420732,2.5672687235,1.97,0.795,3.6998,3.688,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.782,3.963,3.573,3.071,2.765,2.531,2.101,2.044
0.02,0.14251,6.0,1.9932960272,2.5682563828,1.993,0.805,3.7005,3.687,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.758,3.933,3.544,3.044,2.739,2.505,2.077,2.02
0.02,0.14251,6.0,2.038826704,2.5701567839,2.038,0.821,3.7019,3.686,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.717,3.88,3.493,2.996,2.693,2.461,2.035,1.979
0.02,0.14251,6.0,2.0843575001,2.5719620269,2.083,0.84,3.7032,3.682,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.671,3.823,3.437,2.943,2.643,2.413,1.989,1.934
0.02,0.14251,6.0,2.1298882961,2.5736787981,2.129,0.854,3.7046,3.682,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.635,3.775,3.391,2.901,2.603,2.374,1.953,1.898
0.02,0.14251,6.0,2.1340389252,2.573831116,2.133,0.856,3.7047,3.682,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.631,3.77,3.387,2.896,2.599,2.37,1.949,1.894
0.02,0.14251,6.0,2.1754190922,2.5753131887,2.174,0.872,3.7059,3.678,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.589,3.717,3.336,2.848,2.553,2.325,1.907,1.852
0.02,0.14251,6.0,2.2209496498,2.5768707465,2.219,0.889,3.7072,3.676,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.548,3.665,3.286,2.801,2.508,2.282,1.865,1.811
0.02,0.14251,6.0,2.2664804459,2.5783565653,2.265,0.905,3.7085,3.674,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.507,3.613,3.236,2.754,2.463,2.238,1.825,1.771
0.02,0.14251,6.0,2.3558290005,2.5810812474,2.354,0.934,3.7111,3.673,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.436,3.52,3.146,2.67,2.384,2.162,1.752,1.7
0.02,0.14251,6.0,2.357542038,2.5811311706,2.356,0.934,3.7112,3.673,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.434,3.518,3.145,2.669,2.382,2.16,1.751,1.698
0.02,0.14251,6.0,2.4313828945,2.5832064598,2.43,0.958,3.7132,3.67,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.375,3.442,3.072,2.601,2.317,2.097,1.691,1.639
0.02,0.14251,6.0,2.5396647453,2.5860001929,2.538,1.0,3.7163,3.66,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.27,3.312,2.947,2.482,2.204,1.987,1.586,1.535
0.02,0.14251,6.0,2.6764838696,2.5891611511,2.675,1.051,3.7202,3.647,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.142,3.155,2.795,2.338,2.066,1.853,1.459,1.409
0.02,0.14251,6.0,2.7217876911,2.5901276167,2.72,1.069,3.7215,3.641,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,2.097,3.099,2.742,2.287,2.017,1.806,1.413,1.364
0.02,0.14251,6.0,2.8318047523,2.5923272699,2.83,1.113,3.7248,3.628,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.987,2.963,2.612,2.165,1.899,1.691,1.304,1.256
0.02,0.14251,6.0,2.9039103985,2.5936654156,2.902,1.144,3.7271,3.617,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.91,2.869,2.521,2.079,1.817,1.611,1.228,1.18
0.02,0.14251,6.0,2.9461121559,2.5944137497,2.945,1.161,3.7284,3.612,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.868,2.817,2.472,2.032,1.772,1.567,1.186,1.139
0.02,0.14251,6.0,3.0860338211,2.596727381,3.084,1.239,3.7338,3.575,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.672,2.581,2.245,1.817,1.565,1.365,0.992,0.947
0.02,0.14251,6.0,3.1606879234,2.5978658754,3.159,1.285,3.737,3.552,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.557,2.443,2.112,1.691,1.443,1.246,0.879,0.835
0.02,0.14251,6.0,3.2681567669,2.5994002419,3.266,1.368,3.7427,3.507,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.35,2.195,1.875,1.465,1.226,1.035,0.676,0.634
0.02,0.14251,6.0,3.3301680088,2.6002339619,3.328,1.423,3.7466,3.475,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.213,2.03,1.717,1.316,1.083,0.895,0.543,0.501
0.02,0.14251,6.0,3.4037239552,2.6011777401,3.401,1.502,3.7523,3.429,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,1.015,1.792,1.489,1.1,0.875,0.693,0.35,0.311
0.02,0.14251,6.0,3.450278759,2.6017512181,3.447,1.555,3.7565,3.398,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.882,1.629,1.334,0.955,0.736,0.558,0.222,0.184
0.02,0.14251,6.0,3.5061581135,2.6024164849,3.503,1.619,3.7621,3.364,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.724,1.432,1.148,0.781,0.57,0.398,0.071,0.035
0.02,0.14251,6.0,3.5696461201,2.6031433441,3.566,1.688,3.7694,3.332,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.551,1.209,0.94,0.59,0.389,0.223,-0.091,-0.125
0.02,0.14251,6.0,3.6313631535,2.603821984,3.628,1.755,3.7777,3.306,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.383,0.984,0.732,0.402,0.213,0.055,-0.244,-0.276
0.02,0.14251,6.0,3.6324019432,2.6038331798,3.629,1.756,3.7778,3.305,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.38,0.98,0.729,0.399,0.21,0.052,-0.246,-0.279
0.02,0.14251,6.0,3.6721177101,2.6042557678,3.669,1.801,3.7844,3.291,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.268,0.824,0.587,0.272,0.092,-0.059,-0.346,-0.376
0.02,0.14251,6.0,3.7149143219,2.6046995252,3.712,1.851,3.793,3.281,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.143,0.644,0.426,0.132,-0.037,-0.18,-0.452,-0.48
0.02,0.14251,6.0,3.7541041374,2.6050956946,3.752,1.898,3.8033,3.279,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,0.025,0.463,0.266,-0.003,-0.159,-0.292,-0.545,-0.571
0.02,0.14251,6.0,3.7862863541,2.6054139816,3.784,1.938,3.8141,3.286,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.075,0.301,0.127,-0.119,-0.26,-0.383,-0.617,-0.641
0.02,0.14251,6.0,3.8143210411,2.6056862209,3.812,1.974,3.825,3.297,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.165,0.157,0.001,-0.223,-0.352,-0.465,-0.68,-0.701
0.02,0.14251,6.0,3.814524889,2.6056881836,3.812,1.974,3.825,3.297,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.166,0.156,-0.0,-0.224,-0.352,-0.466,-0.68,-0.701
0.02,0.14251,6.0,3.8251101971,2.6057897701,3.823,1.988,3.8295,3.302,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.2,0.1,-0.049,-0.264,-0.388,-0.497,-0.703,-0.724
0.02,0.14251,6.0,3.8477544785,2.6060049292,3.846,2.019,3.8394,3.314,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.276,-0.02,-0.155,-0.35,-0.463,-0.564,-0.751,-0.77
0.02,0.14251,6.0,3.8695719242,2.6062094951,3.868,2.048,3.8494,3.327,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.351,-0.136,-0.257,-0.434,-0.536,-0.627,-0.796,-0.813
0.02,0.14251,6.0,3.8906579018,2.6064046975,3.89,2.078,3.8594,3.34,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.425,-0.249,-0.357,-0.516,-0.606,-0.689,-0.839,-0.854
0.02,0.14251,6.0,3.9110715389,2.6065913715,3.91,2.107,3.8693,3.353,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.497,-0.358,-0.453,-0.594,-0.672,-0.746,-0.877,-0.891
0.02,0.14251,6.0,3.9308664799,2.6067702601,3.93,2.135,3.8793,3.366,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.569,-0.464,-0.546,-0.667,-0.735,-0.799,-0.912,-0.924
0.02,0.14251,6.0,3.9500863552,2.6069419803,3.95,2.164,3.8892,3.38,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.639,-0.567,-0.635,-0.737,-0.794,-0.849,-0.944,-0.955
0.02,0.14251,6.0,3.9687640667,2.6071070254,3.969,2.191,3.8991,3.394,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.708,-0.663,-0.718,-0.802,-0.848,-0.893,-0.972,-0.982
0.02,0.14251,6.0,3.9869346619,2.6072658839,3.987,2.219,3.909,3.408,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.776,-0.75,-0.794,-0.861,-0.898,-0.935,-0.999,-1.008
0.02,0.14251,6.0,3.9966478348,2.6073501215,3.997,2.233,3.9144,3.416,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.813,-0.794,-0.832,-0.891,-0.924,-0.956,-1.012,-1.021
0.02,0.14251,6.0,3.9998683929,2.6073779479,4.0,2.238,3.9162,3.419,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.825,-0.808,-0.845,-0.901,-0.932,-0.963,-1.017,-1.025
0.02,0.14251,6.0,4.0170416832,2.6075254638,4.017,2.264,3.926,3.434,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.891,-0.882,-0.908,-0.951,-0.975,-0.999,-1.039,-1.047
0.02,0.14251,6.0,4.0337896347,2.6076679357,4.034,2.29,3.9358,3.449,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-0.956,-0.946,-0.963,-0.994,-1.012,-1.029,-1.058,-1.065
0.02,0.14251,6.0,4.050142765,2.6078057422,4.05,2.316,3.9456,3.464,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.019,-1.001,-1.01,-1.03,-1.043,-1.055,-1.074,-1.08
0.02,0.14251,6.0,4.0661244392,2.6079391876,4.065,2.34,3.9554,3.48,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.081,-1.048,-1.049,-1.061,-1.068,-1.076,-1.086,-1.091
0.02,0.14251,6.0,4.0817556381,2.6080685447,4.081,2.365,3.9651,3.497,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.141,-1.088,-1.083,-1.086,-1.09,-1.093,-1.096,-1.1
0.02,0.14251,6.0,4.0970573425,2.6081940762,4.096,2.388,3.9749,3.514,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.2,-1.122,-1.11,-1.107,-1.107,-1.107,-1.103,-1.106
0.02,0.14251,6.0,4.1120648384,2.6083161511,4.111,2.411,3.9846,3.531,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.258,-1.151,-1.134,-1.124,-1.122,-1.119,-1.109,-1.111
0.02,0.14251,6.0,4.126765728,2.6084347426,4.125,2.434,3.9942,3.548,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.315,-1.175,-1.153,-1.138,-1.134,-1.128,-1.112,-1.113
0.02,0.14251,6.0,4.141169548,2.6085499989,4.139,2.456,4.0038,3.566,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.37,-1.196,-1.169,-1.15,-1.143,-1.136,-1.115,-1.115
0.02,0.14251,6.0,4.1553030014,2.6086621991,4.153,2.477,4.0134,3.585,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.423,-1.213,-1.182,-1.159,-1.151,-1.141,-1.116,-1.115
0.02,0.14251,6.0,4.1691884995,2.6087715794,4.167,2.498,4.023,3.604,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.475,-1.226,-1.192,-1.166,-1.156,-1.145,-1.116,-1.113
0.02,0.14251,6.0,4.178771019,2.6088465765,4.177,2.512,4.0296,3.617,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.51,-1.235,-1.198,-1.17,-1.159,-1.146,-1.115,-1.111
0.02,0.14251,6.0,4.1806159019,2.60886097,4.178,2.515,4.0309,3.62,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.517,-1.236,-1.2,-1.17,-1.159,-1.147,-1.114,-1.111
0.02,0.14251,6.0,4.1983447075,2.6089985462,4.196,2.541,4.0435,3.646,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.582,-1.247,-1.207,-1.174,-1.161,-1.147,-1.11,-1.104
0.02,0.14251,6.0,4.2157764435,2.6091325205,4.213,2.566,4.056,3.673,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.645,-1.254,-1.21,-1.174,-1.159,-1.143,-1.102,-1.095
0.02,0.14251,6.0,4.2329654694,2.6092633876,4.23,2.59,4.0684,3.7,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.704,-1.257,-1.21,-1.17,-1.154,-1.137,-1.092,-1.083
0.02,0.14251,6.0,4.2499756813,2.6093916957,4.247,2.613,4.0807,3.729,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.761,-1.255,-1.205,-1.162,-1.145,-1.126,-1.078,-1.067
0.02,0.14251,6.0,4.2668790817,2.6095180333,4.264,2.634,4.093,3.758,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.815,-1.25,-1.197,-1.151,-1.133,-1.112,-1.06,-1.048
0.02,0.14251,6.0,4.283768177,2.6096431196,4.281,2.654,4.1052,3.788,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.866,-1.24,-1.184,-1.136,-1.116,-1.094,-1.039,-1.025
0.02,0.14251,6.0,4.3007774353,2.6097679546,4.297,2.673,4.1173,3.819,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.913,-1.226,-1.168,-1.116,-1.095,-1.071,-1.013,-0.997
0.02,0.14251,6.0,4.3181262016,2.609894117,4.315,2.69,4.1292,3.852,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.956,-1.207,-1.146,-1.092,-1.069,-1.044,-0.982,-0.965
0.02,0.14251,6.0,4.3362979889,2.6100250204,4.333,2.704,4.141,3.886,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.991,-1.182,-1.119,-1.061,-1.037,-1.01,-0.945,-0.927
0.02,0.14251,6.0,4.3512430191,2.6101317376,4.347,2.713,4.15,3.915,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.014,-1.157,-1.092,-1.033,-1.008,-0.979,-0.912,-0.892
0.02,0.14251,6.0,4.3524880409,2.6101405898,4.349,2.714,4.1506,3.917,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.014,-1.155,-1.089,-1.03,-1.004,-0.976,-0.908,-0.889
0.02,0.14251,6.0,4.3593783379,2.6101894755,4.356,2.714,4.1537,3.93,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.015,-1.139,-1.073,-1.013,-0.987,-0.958,-0.889,-0.87
0.02,0.14251,6.0,4.3608937263,2.6102002031,4.358,2.714,4.1544,3.933,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.015,-1.135,-1.069,-1.009,-0.983,-0.954,-0.885,-0.865
0.02,0.14251,6.0,4.3650727272,2.6102297424,4.362,2.714,4.1563,3.941,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.016,-1.125,-1.059,-0.998,-0.972,-0.943,-0.873,-0.853
0.02,0.14251,6.0,4.369155407,2.6102585381,4.366,2.715,4.1582,3.948,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.016,-1.116,-1.049,-0.988,-0.961,-0.932,-0.862,-0.842
0.02,0.14251,6.0,4.3729300499,2.6102851062,4.37,2.712,4.1592,3.955,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.011,-1.105,-1.038,-0.976,-0.95,-0.92,-0.85,-0.829
0.02,0.14251,6.0,4.3767967224,2.6103122674,4.373,2.709,4.16,3.962,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-2.002,-1.092,-1.026,-0.964,-0.937,-0.907,-0.837,-0.816
0.02,0.14251,6.0,4.3811759949,2.6103429627,4.378,2.705,4.1609,3.969,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.993,-1.078,-1.011,-0.949,-0.923,-0.893,-0.822,-0.801
0.02,0.14251,6.0,4.3870568275,2.610384072,4.384,2.7,4.162,3.98,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.98,-1.059,-0.992,-0.93,-0.903,-0.873,-0.802,-0.781
0.02,0.14251,6.0,4.4179444313,2.6105979234,4.414,2.665,4.1652,4.03,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.893,-0.954,-0.887,-0.824,-0.797,-0.766,-0.694,-0.673
0.02,0.14251,6.0,4.4429397583,2.6107684785,4.439,2.625,4.163,4.065,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.792,-0.863,-0.797,-0.735,-0.708,-0.678,-0.606,-0.585
0.02,0.14251,6.0,4.463414669,2.6109065531,4.46,2.591,4.1597,4.087,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.708,-0.796,-0.731,-0.67,-0.643,-0.613,-0.543,-0.522
0.02,0.14251,6.0,4.4774627686,2.6110004483,4.474,2.572,4.1574,4.099,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.659,-0.759,-0.695,-0.634,-0.608,-0.578,-0.509,-0.488
0.02,0.14251,6.0,4.4872550964,2.6110654988,4.483,2.559,4.1559,4.106,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.628,-0.736,-0.672,-0.612,-0.586,-0.556,-0.487,-0.467
0.02,0.14251,6.0,4.4948182106,2.6111155177,4.491,2.554,4.1552,4.109,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.615,-0.726,-0.662,-0.602,-0.576,-0.547,-0.478,-0.457
0.02,0.14251,6.0,4.5039610863,2.6111757265,4.5,2.55,4.1548,4.112,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.605,-0.718,-0.654,-0.594,-0.568,-0.539,-0.47,-0.45
0.02,0.14251,6.0,4.5234870911,2.6113033748,4.519,2.543,4.154,4.118,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.0009691,0.008802,-1.0,0.02,-1.587,-0.703,-0.64,-0.581,-0.555,-0.526,-0.457,-0.437
